# Identity Change Acceptance ratios and number of Accepted and Trial Moves (per box) as a function of Lambda
 0.00500 0.00000         0         0
 0.01500 0.00000         0         0
 0.02500 0.00000         0         0
 0.03500 0.00000         0         0
 0.04500 0.00000         0         0
 0.05500 0.00000         0         0
 0.06500 0.00000         0         0
 0.07500 0.00000         0         0
 0.08500 0.00000         0         0
 0.09500 0.00000         0         0
 0.10500 0.00000         0         0
 0.11500 0.00000         0         0
 0.12500 0.00000         0         0
 0.13500 0.00000         0         0
 0.14500 0.00000         0         0
 0.15500 0.00000         0         0
 0.16500 0.00000         0         0
 0.17500 0.00000         0         0
 0.18500 0.00000         0         0
 0.19500 0.00000         0         0
 0.20500 0.00000         0         0
 0.21500 0.00000         0         0
 0.22500 0.00000         0         0
 0.23500 0.00000         0         0
 0.24500 0.00000         0         0
 0.25500 0.00000         0         0
 0.26500 0.00000         0         0
 0.27500 0.00000         0         0
 0.28500 0.00000         0         0
 0.29500 0.00000         0         0
 0.30500 0.00000         0         0
 0.31500 0.00000         0         0
 0.32500 0.00000         0         0
 0.33500 0.00000         0         0
 0.34500 0.00000         0         0
 0.35500 0.00000         0         0
 0.36500 0.00000         0         0
 0.37500 0.00000         0         0
 0.38500 0.00000         0         0
 0.39500 0.00000         0         0
 0.40500 0.00000         0         0
 0.41500 0.00000         0         0
 0.42500 0.00000         0         0
 0.43500 0.00000         0         0
 0.44500 0.00000         0         0
 0.45500 0.00000         0         0
 0.46500 0.00000         0         0
 0.47500 0.00000         0         0
 0.48500 0.00000         0         0
 0.49500 0.00000         0         0
 0.50500 0.00000         0         0
 0.51500 0.00000         0         0
 0.52500 0.00000         0         0
 0.53500 0.00000         0         0
 0.54500 0.00000         0         0
 0.55500 0.00000         0         0
 0.56500 0.00000         0         0
 0.57500 0.00000         0         0
 0.58500 0.00000         0         0
 0.59500 0.00000         0         0
 0.60500 0.00000         0         0
 0.61500 0.00000         0         0
 0.62500 0.00000         0         0
 0.63500 0.00000         0         0
 0.64500 0.00000         0         0
 0.65500 0.00000         0         0
 0.66500 0.00000         0         0
 0.67500 0.00000         0         0
 0.68500 0.00000         0         0
 0.69500 0.00000         0         0
 0.70500 0.00000         0    280859
 0.71500 0.00001         2    285535
 0.72500 0.00001         3    282930
 0.73500 0.00001         4    286138
 0.74500 0.00002         7    284877
 0.75500 0.00005        15    280095
 0.76500 0.00008        23    281059
 0.77500 0.00008        22    276075
 0.78500 0.00017        45    268620
 0.79500 0.00027        72    265192
 0.80500 0.00035        93    264312
 0.81500 0.00066       170    259396
 0.82500 0.00110       279    253092
 0.83500 0.00192       483    251067
 0.84500 0.00312       759    242993
 0.85500 0.00529      1213    229208
 0.86500 0.00875      1976    225908
 0.87500 0.01464      3204    218808
 0.88500 0.02426      5206    214632
 0.89500 0.03927      8352    212667
 0.90500 0.06447     13503    209461
 0.91500 0.09840     19645    199643
 0.92500 0.14912     30623    205354
 0.93500 0.21868     43537    199094
 0.94500 0.31440     65937    209725
 0.95500 0.43550     88269    202686
 0.96500 0.57986    115985    200024
 0.97500 0.74873    149442    199593
 0.98500 0.93022    188261    202383
 0.99500 1.00000    198797    198797


